layer,entropy,length,top1,top2_a,top2_b,top2_same_pair,logits_json
7,0.6000000238418579,12.0,1,1,3,0,"[-0.13303682208061218, 0.13331186771392822, -0.09855051338672638, -0.07779111713171005, -0.10750995576381683, -0.12780295312404633, -0.16341936588287354, -0.08478571474552155]"
7,0.6000000238418579,13.0,1,1,3,0,"[-0.13433703780174255, 0.15693223476409912, -0.10532554984092712, -0.08306576311588287, -0.11386856436729431, -0.13707566261291504, -0.17592962086200714, -0.08830185234546661]"
7,0.6000000238418579,14.0,1,1,3,0,"[-0.13563725352287292, 0.18055257201194763, -0.11210060119628906, -0.0883404016494751, -0.12022716552019119, -0.14634835720062256, -0.18843987584114075, -0.09181797504425049]"
7,0.6000000238418579,15.0,1,1,3,0,"[-0.1369374692440033, 0.20417293906211853, -0.11887563765048981, -0.09361504763364792, -0.12658576667308807, -0.15562106668949127, -0.20095013082027435, -0.09533411264419556]"
7,0.6000000238418579,16.0,1,1,7,0,"[-0.13823768496513367, 0.22779330611228943, -0.12565067410469055, -0.09888969361782074, -0.13294437527656555, -0.16489377617835999, -0.21346038579940796, -0.09885025024414062]"
7,0.6500000357627869,1.0,3,3,2,1,"[-0.11879944056272507, -0.1253310739994049, -0.024363812059164047, -0.020033763721585274, -0.03788322955369949, -0.02626682072877884, -0.026432089507579803, -0.046284034848213196]"
7,0.6500000357627869,2.0,3,3,2,1,"[-0.12009966373443604, -0.1017107218503952, -0.03113885410130024, -0.025308407843112946, -0.04424183443188667, -0.035539526492357254, -0.03894234076142311, -0.049800168722867966]"
7,0.6500000357627869,3.0,3,3,2,1,"[-0.12139987200498581, -0.0780903622508049, -0.03791389614343643, -0.030583051964640617, -0.05060043931007385, -0.04481223598122597, -0.05145259574055672, -0.053316302597522736]"
7,0.6500000357627869,4.0,3,3,2,1,"[-0.12270009517669678, -0.0544700026512146, -0.044688936322927475, -0.03585769608616829, -0.05695904418826103, -0.054084938019514084, -0.06396285444498062, -0.056832436472177505]"
7,0.6500000357627869,5.0,1,1,3,0,"[-0.12400031089782715, -0.030849643051624298, -0.05146397650241852, -0.04113233834505081, -0.06331764906644821, -0.0633576437830925, -0.07647310197353363, -0.060348574072122574]"
7,0.6500000357627869,6.0,1,1,3,0,"[-0.12530052661895752, -0.007229283452033997, -0.05823902040719986, -0.04640698432922363, -0.06967625766992569, -0.07263034582138062, -0.08898335695266724, -0.06386470794677734]"
7,0.6500000357627869,7.0,1,1,3,0,"[-0.1266007423400879, 0.016391068696975708, -0.0650140643119812, -0.051681630313396454, -0.07603485882282257, -0.08190304785966873, -0.10149361193180084, -0.06738084554672241]"
7,0.6500000357627869,8.0,1,1,3,0,"[-0.12790095806121826, 0.040011435747146606, -0.07178910076618195, -0.056956276297569275, -0.08239346742630005, -0.09117575734853745, -0.11400386691093445, -0.07089698314666748]"
7,0.6500000357627869,9.0,1,1,3,0,"[-0.12920117378234863, 0.0636318027973175, -0.07856413722038269, -0.062230922281742096, -0.08875206857919693, -0.10044846683740616, -0.12651412189006805, -0.07441311329603195]"
7,0.6500000357627869,10.0,1,1,3,0,"[-0.130501389503479, 0.08725215494632721, -0.08533918112516403, -0.06750556081533432, -0.09511067718267441, -0.10972116887569427, -0.13902437686920166, -0.07792925089597702]"
7,0.6500000357627869,11.0,1,1,3,0,"[-0.13180160522460938, 0.11087250709533691, -0.09211422502994537, -0.07278020679950714, -0.10146927833557129, -0.11899387091398239, -0.15153463184833527, -0.08144538104534149]"
7,0.6500000357627869,12.0,1,1,3,0,"[-0.13310182094573975, 0.1344928741455078, -0.09888926893472672, -0.07805485278367996, -0.10782788693904877, -0.1282665878534317, -0.16404488682746887, -0.08496151864528656]"
7,0.6500000357627869,13.0,1,1,3,0,"[-0.13440203666687012, 0.1581132411956787, -0.10566430538892746, -0.08332949876785278, -0.11418649554252625, -0.13753929734230042, -0.17655514180660248, -0.08847765624523163]"
7,0.6500000357627869,14.0,1,1,3,0,"[-0.1357022523880005, 0.18173357844352722, -0.1124393492937088, -0.08860413730144501, -0.12054509669542313, -0.14681199193000793, -0.18906539678573608, -0.0919937938451767]"
7,0.6500000357627869,15.0,1,1,3,0,"[-0.13700246810913086, 0.20535394549369812, -0.11921438574790955, -0.09387878328561783, -0.12690369784832, -0.15608470141887665, -0.2015756517648697, -0.09550993144512177]"
7,0.6500000357627869,16.0,1,1,7,0,"[-0.13830268383026123, 0.22897431254386902, -0.12598943710327148, -0.09915342926979065, -0.13326230645179749, -0.16535741090774536, -0.2140859067440033, -0.09902605414390564]"
7,0.699999988079071,1.0,3,3,2,1,"[-0.11886444687843323, -0.12415006011724472, -0.024702563881874084, -0.020297495648264885, -0.03820116072893143, -0.026730457320809364, -0.027057601138949394, -0.04645983874797821]"
7,0.699999988079071,2.0,3,3,2,1,"[-0.1201646700501442, -0.10052970051765442, -0.031477607786655426, -0.025572139769792557, -0.04455976560711861, -0.03600316494703293, -0.03956785425543785, -0.04997597634792328]"
7,0.699999988079071,3.0,3,3,2,1,"[-0.12146488577127457, -0.07690934091806412, -0.03825264796614647, -0.03084678389132023, -0.050918370485305786, -0.04527587071061134, -0.05207810923457146, -0.05349211022257805]"
7,0.699999988079071,4.0,3,3,2,1,"[-0.12276510149240494, -0.053288981318473816, -0.04502768814563751, -0.0361214280128479, -0.057276975363492966, -0.05454857647418976, -0.06458836793899536, -0.05700824782252312]"
7,0.699999988079071,5.0,1,1,3,0,"[-0.12406531721353531, -0.029668621718883514, -0.051802728325128555, -0.04139607399702072, -0.06363558024168015, -0.06382127851247787, -0.07709861546754837, -0.06052438169717789]"
7,0.699999988079071,6.0,1,1,3,0,"[-0.12536552548408508, -0.006048262119293213, -0.0585777722299099, -0.04667071998119354, -0.06999418884515762, -0.07309398055076599, -0.08960887044668198, -0.06404051184654236]"
7,0.699999988079071,7.0,1,1,3,0,"[-0.12666574120521545, 0.01757209002971649, -0.06535281240940094, -0.05194535851478577, -0.0763527974486351, -0.08236668258905411, -0.10211912542581558, -0.06755664944648743]"
7,0.699999988079071,8.0,1,1,3,0,"[-0.12796597182750702, 0.04119245707988739, -0.07212784886360168, -0.05722000449895859, -0.08271139860153198, -0.09163939207792282, -0.11462938040494919, -0.0710727870464325]"
7,0.699999988079071,9.0,1,1,3,0,"[-0.1292661875486374, 0.06481282413005829, -0.07890289276838303, -0.06249465048313141, -0.08906999975442886, -0.10091210156679153, -0.1271396279335022, -0.07458892464637756]"
7,0.699999988079071,10.0,1,1,3,0,"[-0.13056640326976776, 0.088433176279068, -0.08567793667316437, -0.06776929646730423, -0.09542860835790634, -0.11018480360507965, -0.1396498829126358, -0.07810506224632263]"
7,0.699999988079071,11.0,1,1,3,0,"[-0.13186661899089813, 0.1120535284280777, -0.09245297312736511, -0.07304393500089645, -0.10178720951080322, -0.11945750564336777, -0.1521601378917694, -0.0816211923956871]"
7,0.699999988079071,12.0,1,1,3,0,"[-0.1331668347120285, 0.1356738954782486, -0.09922802448272705, -0.07831858098506927, -0.1081458181142807, -0.12873022258281708, -0.16467039287090302, -0.08513732254505157]"
7,0.699999988079071,13.0,1,1,3,0,"[-0.13446705043315887, 0.1592942625284195, -0.1060030609369278, -0.0835932269692421, -0.11450442671775818, -0.1380029320716858, -0.17718064785003662, -0.08865346014499664]"
7,0.699999988079071,14.0,1,1,3,0,"[-0.13576728105545044, 0.1829145848751068, -0.11277809739112854, -0.08886786550283432, -0.12086302787065506, -0.1472756266593933, -0.18969090282917023, -0.09216959774494171]"
7,0.699999988079071,15.0,1,1,3,0,"[-0.1370674967765808, 0.2065349519252777, -0.11955313384532928, -0.09414251148700714, -0.12722162902355194, -0.15654833614826202, -0.20220115780830383, -0.09568573534488678]"
7,0.699999988079071,16.0,1,1,7,0,"[-0.13836771249771118, 0.2301553189754486, -0.12632818520069122, -0.09941715747117996, -0.13358023762702942, -0.16582104563713074, -0.21471141278743744, -0.09920187294483185]"
7,0.75,1.0,3,3,2,1,"[-0.11892946064472198, -0.12296904623508453, -0.02504131570458412, -0.020561227574944496, -0.03851909190416336, -0.02719409205019474, -0.027683114632964134, -0.046635646373033524]"
7,0.75,2.0,3,3,2,1,"[-0.12022967636585236, -0.09934868663549423, -0.03181635960936546, -0.025835871696472168, -0.04487769678235054, -0.036466799676418304, -0.04019336774945259, -0.05015178024768829]"
7,0.75,3.0,3,3,2,1,"[-0.12152989208698273, -0.07572832703590393, -0.038591399788856506, -0.03111051581799984, -0.05123629793524742, -0.04573950543999672, -0.0527036190032959, -0.05366791412234306]"
7,0.75,4.0,3,3,2,1,"[-0.1228301152586937, -0.05210796743631363, -0.04536643996834755, -0.03638515993952751, -0.0575949065387249, -0.055012211203575134, -0.0652138739824295, -0.05718405172228813]"
7,0.75,5.0,1,1,3,0,"[-0.12413033097982407, -0.028487607836723328, -0.05214148014783859, -0.041659802198410034, -0.06395351141691208, -0.06428491324186325, -0.07772412896156311, -0.0607001893222332]"
7,0.75,6.0,1,1,3,0,"[-0.12543055415153503, -0.004867248237133026, -0.058916524052619934, -0.046934448182582855, -0.07031212002038956, -0.07355762273073196, -0.09023438394069672, -0.06421631574630737]"
7,0.75,7.0,1,1,3,0,"[-0.1267307698726654, 0.01875310391187668, -0.06569156795740128, -0.052209094166755676, -0.07667072117328644, -0.08283031731843948, -0.10274463891983032, -0.06773245334625244]"
7,0.75,8.0,1,1,3,0,"[-0.12803098559379578, 0.04237347096204758, -0.07246660441160202, -0.0574837401509285, -0.08302932977676392, -0.0921030268073082, -0.11525489389896393, -0.07124859094619751]"
7,0.75,9.0,1,1,3,0,"[-0.12933120131492615, 0.06599384546279907, -0.07924164831638336, -0.06275838613510132, -0.0893879309296608, -0.10137573629617691, -0.12776514887809753, -0.07476472854614258]"
7,0.75,10.0,1,1,3,0,"[-0.13063141703605652, 0.08961418271064758, -0.0860166847705841, -0.06803302466869354, -0.09574653953313828, -0.11064844578504562, -0.14027540385723114, -0.07828086614608765]"
7,0.75,11.0,1,1,3,0,"[-0.1319316327571869, 0.11323454976081848, -0.09279172867536545, -0.07330767065286636, -0.10210514068603516, -0.11992114037275314, -0.15278565883636475, -0.08179700374603271]"
7,0.75,12.0,1,1,3,0,"[-0.13323184847831726, 0.13685491681098938, -0.09956677258014679, -0.07858231663703918, -0.10846374928951263, -0.12919385731220245, -0.16529591381549835, -0.08531312644481659]"
7,0.75,13.0,1,1,3,0,"[-0.13453206419944763, 0.16047528386116028, -0.10634180903434753, -0.083856962621212, -0.11482235789299011, -0.13846656680107117, -0.17780616879463196, -0.08882926404476166]"
7,0.75,14.0,1,1,3,0,"[-0.135832279920578, 0.1840956211090088, -0.11311685293912888, -0.08913160115480423, -0.121180959045887, -0.1477392613887787, -0.19031642377376556, -0.09234540164470673]"
7,0.75,15.0,1,1,3,0,"[-0.13713249564170837, 0.2077159881591797, -0.11989188939332962, -0.09440624713897705, -0.12753956019878387, -0.1570119708776474, -0.20282667875289917, -0.0958615392446518]"
7,0.75,16.0,1,1,7,0,"[-0.13843271136283875, 0.23133635520935059, -0.12666693329811096, -0.09968089312314987, -0.13389816880226135, -0.1662846803665161, -0.21533693373203278, -0.09937767684459686]"
7,0.800000011920929,1.0,3,3,2,1,"[-0.11899447441101074, -0.12178802490234375, -0.02538006752729416, -0.020824961364269257, -0.038837019354104996, -0.027657726779580116, -0.028308628126978874, -0.04681145399808884]"
7,0.800000011920929,2.0,3,3,2,1,"[-0.12029469013214111, -0.09816766530275345, -0.0321551114320755, -0.02609960548579693, -0.045195624232292175, -0.03693043440580368, -0.04081888124346733, -0.05032758787274361]"
7,0.800000011920929,3.0,3,3,2,1,"[-0.12159490585327148, -0.07454730570316315, -0.038930151611566544, -0.0313742458820343, -0.051554229110479355, -0.046203140169382095, -0.05332913249731064, -0.053843725472688675]"
7,0.800000011920929,4.0,3,3,2,1,"[-0.12289512157440186, -0.050926946103572845, -0.04570519179105759, -0.03664889186620712, -0.057912833988666534, -0.05547584593296051, -0.06583939492702484, -0.057359859347343445]"
7,0.800000011920929,5.0,1,1,3,0,"[-0.12419533729553223, -0.027306586503982544, -0.05248023197054863, -0.041923537850379944, -0.06427144259214401, -0.06474854797124863, -0.07834964245557785, -0.060875993221998215]"
7,0.800000011920929,6.0,1,1,3,0,"[-0.1254955530166626, -0.0036862269043922424, -0.05925527587532997, -0.047198183834552765, -0.0706300437450409, -0.07402125746011734, -0.09085989743471146, -0.06439213454723358]"
7,0.800000011920929,7.0,1,1,3,0,"[-0.12679576873779297, 0.019934125244617462, -0.06603031605482101, -0.05247282236814499, -0.07698865234851837, -0.08329395204782486, -0.10337015241384506, -0.06790826469659805]"
7,0.800000011920929,8.0,1,1,3,0,"[-0.12809598445892334, 0.043554484844207764, -0.07280535995960236, -0.05774746835231781, -0.08334725350141525, -0.09256666153669357, -0.11588040739297867, -0.07142439484596252]"
7,0.800000011920929,9.0,1,1,3,0,"[-0.1293962001800537, 0.06717485189437866, -0.0795803964138031, -0.06302211433649063, -0.08970586210489273, -0.10183937102556229, -0.12839066982269287, -0.07494053244590759]"
7,0.800000011920929,10.0,1,1,3,0,"[-0.13069641590118408, 0.09079521894454956, -0.08635543286800385, -0.06829676032066345, -0.09606447070837021, -0.111112080514431, -0.14090090990066528, -0.07845667004585266]"
7,0.800000011920929,11.0,1,1,3,0,"[-0.13199663162231445, 0.11441555619239807, -0.09313048422336578, -0.07357139885425568, -0.10242306441068649, -0.12038477510213852, -0.1534111648797989, -0.08197280764579773]"
7,0.800000011920929,12.0,1,1,3,0,"[-0.13329684734344482, 0.13803592324256897, -0.09990552067756653, -0.0788460448384285, -0.10878167301416397, -0.12965749204158783, -0.1659214198589325, -0.0854889452457428]"
7,0.800000011920929,13.0,1,1,3,0,"[-0.1345970630645752, 0.16165629029273987, -0.10668055713176727, -0.08412069082260132, -0.11514028161764145, -0.13893020153045654, -0.1784316748380661, -0.08900508284568787]"
7,0.800000011920929,14.0,1,1,3,0,"[-0.13589727878570557, 0.18527662754058838, -0.11345560848712921, -0.08939532935619354, -0.12149889022111893, -0.14820289611816406, -0.1909419298171997, -0.09252120554447174]"
7,0.800000011920929,15.0,1,1,3,0,"[-0.13719749450683594, 0.20889699459075928, -0.12023064494132996, -0.09466997534036636, -0.12785747647285461, -0.15747560560703278, -0.2034521847963333, -0.09603734314441681]"
7,0.800000011920929,16.0,1,1,7,0,"[-0.1384977251291275, 0.23251736164093018, -0.1270056813955307, -0.09994462132453918, -0.1342160850763321, -0.1667483150959015, -0.21596243977546692, -0.09955348074436188]"
7,0.8500000238418579,1.0,3,3,2,1,"[-0.1190594881772995, -0.12060700356960297, -0.025718821212649345, -0.021088693290948868, -0.03915495052933693, -0.028121361508965492, -0.028934141620993614, -0.04698725789785385]"
7,0.8500000238418579,2.0,3,3,2,1,"[-0.12035970389842987, -0.09698665142059326, -0.03249386325478554, -0.02636333741247654, -0.04551355540752411, -0.037394069135189056, -0.04144439473748207, -0.05050339549779892]"
7,0.8500000238418579,3.0,3,3,2,1,"[-0.12165991961956024, -0.07336628437042236, -0.03926890343427658, -0.03163798153400421, -0.05187216028571129, -0.04666677489876747, -0.05395464599132538, -0.05401952937245369]"
7,0.8500000238418579,4.0,3,3,2,1,"[-0.12296013534069061, -0.04974592849612236, -0.046043943613767624, -0.03691262751817703, -0.05823076516389847, -0.055939480662345886, -0.06646490097045898, -0.05753566697239876]"
7,0.8500000238418579,5.0,1,1,3,0,"[-0.12426035106182098, -0.02612556889653206, -0.05281898379325867, -0.04218726605176926, -0.06458937376737595, -0.065212182700634, -0.07897515594959259, -0.06105180084705353]"
7,0.8500000238418579,6.0,1,1,3,0,"[-0.12556056678295135, -0.0025052130222320557, -0.05959402769804001, -0.04746191203594208, -0.07094797492027283, -0.07448489218950272, -0.0914854109287262, -0.0645679384469986]"
7,0.8500000238418579,7.0,1,1,3,0,"[-0.12686079740524292, 0.02111513912677765, -0.06636907160282135, -0.0527365580201149, -0.0773065835237503, -0.08375758677721024, -0.1039956659078598, -0.06808407604694366]"
7,0.8500000238418579,8.0,1,1,3,0,"[-0.1281610131263733, 0.04473550617694855, -0.0731441080570221, -0.05801120400428772, -0.08366518467664719, -0.09303029626607895, -0.11650592088699341, -0.07160020619630814]"
7,0.8500000238418579,9.0,1,1,3,0,"[-0.12946122884750366, 0.06835587322711945, -0.07991915196180344, -0.06328584998846054, -0.09002379328012466, -0.10230300575494766, -0.12901617586612701, -0.07511633634567261]"
7,0.8500000238418579,10.0,1,1,3,0,"[-0.13076144456863403, 0.09197622537612915, -0.08669418841600418, -0.06856048852205276, -0.09638240188360214, -0.11157571524381638, -0.14152643084526062, -0.07863247394561768]"
7,0.8500000238418579,11.0,1,1,3,0,"[-0.1320616602897644, 0.11559657752513885, -0.09346923232078552, -0.07383513450622559, -0.10274099558591843, -0.1208484098315239, -0.15403667092323303, -0.08214861154556274]"
7,0.8500000238418579,12.0,1,1,3,0,"[-0.13336187601089478, 0.13921694457530975, -0.10024427622556686, -0.07910978049039841, -0.1090996041893959, -0.1301211267709732, -0.16654694080352783, -0.08566474914550781]"
7,0.8500000238418579,13.0,1,1,3,0,"[-0.13466209173202515, 0.16283731162548065, -0.10701931267976761, -0.08438442647457123, -0.11545821279287338, -0.13939383625984192, -0.17905718088150024, -0.08918088674545288]"
7,0.8500000238418579,14.0,1,1,3,0,"[-0.13596230745315552, 0.18645766377449036, -0.11379435658454895, -0.08965906500816345, -0.12181682139635086, -0.14866653084754944, -0.19156745076179504, -0.09269700944423676]"
7,0.8500000238418579,15.0,1,1,3,0,"[-0.1372625231742859, 0.21007803082466125, -0.1205693930387497, -0.09493371099233627, -0.12817540764808655, -0.15793924033641815, -0.20407769083976746, -0.09621314704418182]"
7,0.8500000238418579,16.0,1,1,7,0,"[-0.13856273889541626, 0.23369839787483215, -0.12734444439411163, -0.1002083569765091, -0.13453401625156403, -0.16721194982528687, -0.21658796072006226, -0.09972928464412689]"
7,0.9000000357627869,1.0,3,3,2,1,"[-0.11912449449300766, -0.11942598968744278, -0.026057574898004532, -0.02135242521762848, -0.03947288170456886, -0.028584998100996017, -0.029559653252363205, -0.04716306924819946]"
7,0.9000000357627869,2.0,3,3,2,1,"[-0.12042471766471863, -0.09580563008785248, -0.032832615077495575, -0.02662706933915615, -0.04583148658275604, -0.03785770758986473, -0.04206990450620651, -0.05067920312285423]"
7,0.9000000357627869,3.0,3,3,2,1,"[-0.1217249259352684, -0.07218527048826218, -0.039607658982276917, -0.03190171346068382, -0.05219009146094322, -0.04713040962815285, -0.05458015948534012, -0.054195336997509]"
7,0.9000000357627869,4.0,3,3,2,1,"[-0.12302514910697937, -0.048564910888671875, -0.04638269543647766, -0.037176355719566345, -0.0585486963391304, -0.05640311911702156, -0.06709041446447372, -0.05771147087216377]"
7,0.9000000357627869,5.0,1,1,3,0,"[-0.12432536482810974, -0.024944551289081573, -0.053157739341259, -0.042451001703739166, -0.06490730494260788, -0.06567581743001938, -0.07960066944360733, -0.06122760847210884]"
7,0.9000000357627869,6.0,1,1,3,0,"[-0.1256255805492401, -0.001324191689491272, -0.059932783246040344, -0.04772564768791199, -0.07126590609550476, -0.07494852691888809, -0.09211092442274094, -0.06474374234676361]"
7,0.9000000357627869,7.0,1,1,3,0,"[-0.12692579627037048, 0.022296160459518433, -0.06670781970024109, -0.05300028622150421, -0.07762451469898224, -0.08422122895717621, -0.10462117940187454, -0.06825987994670868]"
7,0.9000000357627869,8.0,1,1,3,0,"[-0.12822601199150085, 0.04591652750968933, -0.07348286360502243, -0.05827493220567703, -0.08398311585187912, -0.09349393844604492, -0.11713143438100815, -0.07177601754665375]"
7,0.9000000357627869,9.0,1,1,3,0,"[-0.12952622771263123, 0.06953689455986023, -0.08025790005922318, -0.06354957818984985, -0.0903417244553566, -0.10276664793491364, -0.12964168190956116, -0.07529214769601822]"
7,0.9000000357627869,10.0,1,1,3,0,"[-0.1308264434337616, 0.09315724670886993, -0.08703294396400452, -0.06882422417402267, -0.09670033305883408, -0.11203934997320175, -0.14215193688869476, -0.07880828529596329]"
7,0.9000000357627869,11.0,1,1,3,0,"[-0.13212665915489197, 0.11677759885787964, -0.09380798786878586, -0.0740988701581955, -0.10305892676115036, -0.12131205201148987, -0.15466219186782837, -0.08232441544532776]"
7,0.9000000357627869,12.0,1,1,3,0,"[-0.13342687487602234, 0.14039796590805054, -0.1005830317735672, -0.07937350869178772, -0.10941753536462784, -0.13058476150035858, -0.16717244684696198, -0.08584055304527283]"
7,0.9000000357627869,13.0,1,1,3,0,"[-0.1347270905971527, 0.16401833295822144, -0.10735806822776794, -0.08464816212654114, -0.11577614396810532, -0.1398574709892273, -0.17968270182609558, -0.0893566906452179]"
7,0.9000000357627869,14.0,1,1,3,0,"[-0.13602730631828308, 0.18763867020606995, -0.11413311213254929, -0.08992280066013336, -0.1221347525715828, -0.14913016557693481, -0.1921929568052292, -0.09287282824516296]"
7,0.9000000357627869,15.0,1,1,3,0,"[-0.13732752203941345, 0.21125903725624084, -0.12090814858675003, -0.09519743919372559, -0.12849333882331848, -0.15840287506580353, -0.2047032117843628, -0.09638896584510803]"
7,0.9000000357627869,16.0,1,1,7,0,"[-0.13862773776054382, 0.23487940430641174, -0.12768319249153137, -0.100472092628479, -0.13485194742679596, -0.16767558455467224, -0.2172134667634964, -0.0999050885438919]"
7,0.949999988079071,1.0,3,3,2,1,"[-0.11918950080871582, -0.11824497580528259, -0.02639632485806942, -0.02161615714430809, -0.039790812879800797, -0.029048632830381393, -0.030185164883732796, -0.04733887314796448]"
7,0.949999988079071,2.0,3,3,2,1,"[-0.12048972398042679, -0.0946246087551117, -0.03317136690020561, -0.026890801265835762, -0.04614941403269768, -0.03832134231925011, -0.04269541800022125, -0.05085500702261925]"
7,0.949999988079071,3.0,3,3,2,1,"[-0.12178993970155716, -0.07100425660610199, -0.039946407079696655, -0.032165445387363434, -0.052508022636175156, -0.04759404435753822, -0.05520566925406456, -0.054371144622564316]"
7,0.949999988079071,4.0,3,3,2,1,"[-0.12309015542268753, -0.04738389328122139, -0.0467214472591877, -0.037440091371536255, -0.05886662378907204, -0.05686675384640694, -0.06771592795848846, -0.057887278497219086]"
7,0.949999988079071,5.0,1,1,3,0,"[-0.1243903711438179, -0.023763533681631088, -0.05349648743867874, -0.042714737355709076, -0.06522523611783981, -0.06613945215940475, -0.08022618293762207, -0.061403412371873856]"
7,0.949999988079071,6.0,1,1,3,0,"[-0.12569057941436768, -0.00014317035675048828, -0.06027153134346008, -0.0479893758893013, -0.0715838372707367, -0.07541216164827347, -0.09273643791675568, -0.06491954624652863]"
7,0.949999988079071,7.0,1,1,3,0,"[-0.12699079513549805, 0.023477181792259216, -0.06704657524824142, -0.05326402187347412, -0.07794244587421417, -0.08468486368656158, -0.10524669289588928, -0.0684356838464737]"
7,0.949999988079071,8.0,1,1,3,0,"[-0.1282910257577896, 0.047097548842430115, -0.07382161170244217, -0.05853866785764694, -0.08430104702711105, -0.0939575731754303, -0.11775694787502289, -0.07195182144641876]"
7,0.949999988079071,9.0,1,1,3,0,"[-0.12959124147891998, 0.07071791589260101, -0.08059665560722351, -0.06381331384181976, -0.09065965563058853, -0.10323028266429901, -0.1302672028541565, -0.07546795904636383]"
7,0.949999988079071,10.0,1,1,3,0,"[-0.13089145720005035, 0.09433826804161072, -0.08737169206142426, -0.06908795237541199, -0.09701825678348541, -0.11250298470258713, -0.1427774429321289, -0.0789840966463089]"
7,0.949999988079071,11.0,1,1,3,0,"[-0.13219167292118073, 0.11795862019062042, -0.0941467359662056, -0.07436259835958481, -0.1033768579363823, -0.12177568674087524, -0.1552876979112625, -0.08250021934509277]"
7,0.949999988079071,12.0,1,1,3,0,"[-0.1334918886423111, 0.14157898724079132, -0.10092177987098694, -0.07963724434375763, -0.10973546653985977, -0.13104839622974396, -0.16779795289039612, -0.08601635694503784]"
7,0.949999988079071,13.0,1,1,3,0,"[-0.13479210436344147, 0.16519935429096222, -0.10769681632518768, -0.08491189032793045, -0.11609407514333725, -0.14032110571861267, -0.18030820786952972, -0.08953249454498291]"
7,0.949999988079071,14.0,1,1,3,0,"[-0.13609233498573303, 0.18881967663764954, -0.11447186022996902, -0.09018652886152267, -0.12245267629623413, -0.1495938003063202, -0.19281846284866333, -0.09304863214492798]"
7,0.949999988079071,15.0,1,1,3,0,"[-0.1373925507068634, 0.21244004368782043, -0.12124689668416977, -0.0954611748456955, -0.12881126999855042, -0.1588665097951889, -0.20532871782779694, -0.09656476974487305]"
7,0.949999988079071,16.0,1,1,7,0,"[-0.13869276642799377, 0.23606041073799133, -0.1280219405889511, -0.10073582082986832, -0.1351698786020279, -0.16813921928405762, -0.21783897280693054, -0.10008090734481812]"
7,1.0,1.0,3,3,2,1,"[-0.11925451457500458, -0.11706395447254181, -0.026735078543424606, -0.0218798890709877, -0.04010874032974243, -0.02951226755976677, -0.030810678377747536, -0.04751468077301979]"
7,1.0,2.0,3,3,2,1,"[-0.12055473029613495, -0.09344359487295151, -0.03351011872291565, -0.027154533192515373, -0.04646734520792961, -0.03878497704863548, -0.04332093149423599, -0.05103081464767456]"
7,1.0,3.0,3,3,2,1,"[-0.12185494601726532, -0.0698232352733612, -0.04028516262769699, -0.032429177314043045, -0.05282595008611679, -0.0480576790869236, -0.0558311827480793, -0.05454694852232933]"
7,1.0,4.0,3,3,1,0,"[-0.12315516918897629, -0.046202875673770905, -0.047060199081897736, -0.03770381957292557, -0.05918455496430397, -0.05733038857579231, -0.0683414414525032, -0.0580630861222744]"
7,1.0,5.0,1,1,3,0,"[-0.12445538491010666, -0.022582516074180603, -0.05383524298667908, -0.04297846555709839, -0.06554315984249115, -0.06660308688879013, -0.08085169643163681, -0.06157922372221947]"
7,1.0,6.0,1,1,3,0,"[-0.12575560808181763, 0.0010378435254096985, -0.06061028689146042, -0.04825311154127121, -0.07190176844596863, -0.07587579637765884, -0.09336195141077042, -0.06509535014629364]"
7,1.0,7.0,1,1,3,0,"[-0.127055823802948, 0.024658195674419403, -0.06738532334566116, -0.053527750074863434, -0.07826036959886551, -0.08514849841594696, -0.10587220638990402, -0.06861148774623871]"
7,1.0,8.0,1,1,3,0,"[-0.12835603952407837, 0.0482785701751709, -0.0741603672504425, -0.058802396059036255, -0.08461897820234299, -0.09442120790481567, -0.11838246136903763, -0.07212762534618378]"
7,1.0,9.0,1,1,3,0,"[-0.12965625524520874, 0.0718989372253418, -0.08093540370464325, -0.06407704204320908, -0.09097758680582047, -0.10369391739368439, -0.13089270889759064, -0.07564376294612885]"
7,1.0,10.0,1,1,3,0,"[-0.1309564709663391, 0.09551927447319031, -0.08771044760942459, -0.0693516880273819, -0.09733618795871735, -0.1129666194319725, -0.14340296387672424, -0.07915990054607391]"
7,1.0,11.0,1,1,3,0,"[-0.13225668668746948, 0.1191396415233612, -0.09448549151420593, -0.07462632656097412, -0.10369478911161423, -0.12223932147026062, -0.15591321885585785, -0.08267603814601898]"
7,1.0,12.0,1,1,3,0,"[-0.13355690240859985, 0.1427600085735321, -0.10126053541898727, -0.07990097999572754, -0.1100533977150917, -0.13151203095912933, -0.16842347383499146, -0.08619216084480286]"
7,1.0,13.0,1,1,3,0,"[-0.13485711812973022, 0.166380375623703, -0.10803557187318802, -0.08517561852931976, -0.11641200631856918, -0.14078474044799805, -0.18093372881412506, -0.08970829844474792]"
7,1.0,14.0,1,1,3,0,"[-0.1361573338508606, 0.1900007128715515, -0.11481061577796936, -0.09045025706291199, -0.12277060747146606, -0.15005743503570557, -0.19344398379325867, -0.093224436044693]"
7,1.0,15.0,1,1,3,0,"[-0.13745754957199097, 0.2136210799217224, -0.1215856522321701, -0.0957249104976654, -0.12912920117378235, -0.15933014452457428, -0.20595423877239227, -0.09674057364463806]"
